Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_accountbonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,Other_debtorsguarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_worker,Creditworthiness
0,0.294118,2,2,0.164191,1,2,1.0,2,1,1.0,1,0.07142899999999999,3,1,0.0,2,0,2,1,bad credit
3,0.25,3,1,0.15093,1,3,0.666667,1,1,0.333333,1,0.16071400000000002,2,2,0.333333,2,0,1,1,good credit
3,0.470588,4,0,0.418455,1,3,1.0,2,1,0.333333,1,0.107143,2,2,0.333333,3,0,2,1,bad credit
0,0.205882,2,3,0.16177,1,3,0.333333,2,1,0.333333,1,0.089286,3,2,0.0,3,0,1,1,bad credit
0,0.294118,3,3,0.077528,1,2,1.0,2,1,0.333333,3,0.178571,3,1,0.0,2,0,2,1,bad credit
0,0.294118,4,1,0.35022600000000004,1,1,0.333333,1,1,1.0,4,1.0,3,3,0.333333,4,0,2,1,good credit
0,0.294118,2,0,0.036591000000000005,5,5,1.0,2,1,0.333333,3,0.178571,1,2,0.0,3,0,1,1,bad credit
2,0.08823500000000001,4,0,0.029218,1,5,1.0,1,1,1.0,4,0.785714,3,3,0.333333,3,0,2,1,good credit
1,0.382353,0,9,0.22174499999999997,2,3,1.0,2,1,1.0,3,0.125,3,1,0.333333,2,0,1,1,bad credit
2,0.16176500000000002,2,3,0.114284,1,2,0.333333,2,1,0.666667,1,0.107143,3,2,0.0,2,0,1,1,bad credit
3,0.25,3,2,0.073787,2,4,1.0,1,1,0.666667,1,0.267857,3,2,0.333333,4,0,1,1,good credit
3,0.08823500000000001,2,0,0.05706,5,5,1.0,1,2,0.333333,2,0.464286,3,2,0.0,2,0,1,2,good credit
0,0.338235,2,3,0.174205,1,3,0.666667,1,1,0.333333,3,0.14285699999999998,3,2,0.0,4,0,1,1,good credit
0,0.117647,4,0,0.17877200000000001,1,3,0.666667,2,2,0.333333,1,0.178571,3,2,0.333333,3,0,1,1,bad credit
0,0.117647,2,2,0.056784,1,3,0.333333,2,1,1.0,3,0.017856999999999998,3,1,0.0,3,0,1,1,bad credit
0,0.117647,4,1,0.07021000000000001,1,5,1.0,1,1,1.0,4,0.8392860000000001,3,3,0.333333,4,0,1,1,good credit
1,0.117647,0,2,0.149609,1,2,1.0,2,1,0.666667,2,0.107143,3,1,0.333333,3,0,1,1,bad credit
1,0.147059,2,9,0.063827,3,5,0.0,1,1,0.333333,1,0.28571399999999997,3,2,0.0,3,0,2,1,good credit
0,0.205882,4,2,0.10311400000000001,1,3,1.0,2,1,1.0,1,0.089286,3,1,0.333333,3,0,1,1,bad credit
1,0.294118,2,0,0.17948699999999998,2,4,0.333333,1,1,0.666667,3,0.33928600000000003,1,2,0.333333,3,0,2,1,good credit
1,0.294118,4,3,0.08215,1,5,1.0,1,1,0.333333,2,0.517857,3,2,0.333333,2,0,1,1,good credit
3,0.338235,2,5,0.27181700000000003,5,5,1.0,1,1,1.0,2,0.517857,3,2,1.0,3,1,2,1,good credit
3,0.470588,2,3,0.184054,1,5,1.0,1,1,0.333333,3,0.16071400000000002,3,2,0.0,3,0,1,1,good credit
0,0.205882,4,0,0.204468,1,5,0.0,2,1,1.0,1,0.25,1,1,0.666667,3,0,2,1,bad credit
1,0.16176500000000002,4,9,0.114229,3,3,0.333333,1,1,1.0,3,0.14285699999999998,1,2,0.0,3,0,1,1,good credit
3,0.16176500000000002,2,3,0.095136,5,5,1.0,1,1,0.333333,3,0.28571399999999997,3,2,0.0,3,0,1,1,good credit
3,0.029412,2,3,0.06030599999999999,2,5,0.333333,1,1,1.0,4,0.410714,1,3,0.0,3,1,2,1,good credit
0,0.470588,4,2,0.281776,1,3,0.666667,1,3,0.333333,2,0.16071400000000002,3,2,0.333333,3,0,1,1,good credit
1,0.470588,2,5,0.11742000000000001,1,2,1.0,1,1,0.0,4,0.25,3,1,0.0,2,0,1,1,bad credit
0,0.029412,4,0,0.18851099999999998,1,3,0.0,1,1,0.666667,1,0.321429,3,1,0.666667,3,1,1,1,good credit
2,0.029412,4,0,0.059039999999999995,2,5,0.333333,1,1,1.0,3,0.16071400000000002,3,2,0.333333,3,1,2,1,good credit
0,0.117647,2,2,0.077418,1,3,0.333333,1,1,0.333333,1,0.14285699999999998,3,2,0.0,3,0,1,1,good credit
3,0.647059,4,0,0.543469,3,3,0.333333,1,1,0.333333,4,0.446429,1,3,0.0,3,0,1,1,bad credit
3,0.205882,3,2,0.085727,1,4,1.0,2,1,0.0,1,0.053571,3,2,0.0,3,0,1,1,bad credit
0,0.029412,4,0,0.061131,1,2,0.333333,1,1,1.0,1,0.375,3,2,0.0,2,1,1,2,good credit
0,0.117647,2,3,0.047155,1,3,0.333333,1,1,0.333333,1,0.017856999999999998,3,1,0.0,4,1,2,1,good credit
0,0.470588,4,6,0.43001000000000006,1,3,0.666667,2,1,0.333333,4,0.107143,3,2,0.333333,4,0,2,1,bad credit
3,0.647059,4,1,0.13761400000000001,5,5,1.0,1,1,0.666667,3,0.33928600000000003,3,2,0.333333,3,1,2,1,good credit
0,0.205882,0,9,0.157038,1,4,0.666667,1,1,0.0,2,0.214286,1,2,0.0,3,0,2,1,good credit
3,0.073529,2,9,0.065973,1,4,0.666667,2,1,0.333333,3,0.14285699999999998,3,2,0.333333,3,0,1,1,good credit
3,0.294118,2,2,0.037361,5,4,1.0,1,1,0.333333,3,0.214286,2,2,0.0,3,0,2,1,good credit
0,0.294118,1,0,0.114174,2,4,0.333333,1,1,0.666667,3,0.232143,1,2,0.0,3,0,1,1,good credit
0,0.205882,0,9,0.157038,1,4,0.666667,1,1,0.0,2,0.214286,1,2,0.0,3,0,2,1,good credit
0,0.558824,3,3,0.22669699999999998,1,4,0.666667,1,1,0.333333,2,0.125,1,2,0.333333,3,1,2,1,bad credit
3,0.08823500000000001,4,0,0.053978,1,5,0.666667,1,1,1.0,1,0.232143,3,2,0.333333,2,1,1,2,good credit
3,0.16176500000000002,2,1,0.057775,5,5,1.0,1,1,1.0,4,0.464286,1,3,0.0,3,1,1,1,good credit
0,0.205882,4,0,0.27798,1,5,0.333333,1,1,1.0,4,0.303571,3,3,0.666667,4,0,2,1,good credit
1,0.647059,0,9,0.6577529999999999,5,3,0.333333,1,1,0.333333,3,0.517857,1,2,0.0,4,0,2,1,good credit
0,0.470588,4,2,0.11544000000000001,1,3,0.666667,1,1,0.333333,2,0.48214300000000004,3,2,0.333333,3,0,2,1,good credit
1,0.117647,4,0,0.038957,1,4,0.333333,1,1,0.666667,1,0.5,3,2,0.333333,2,1,1,1,good credit
3,0.294118,2,9,0.055464,1,4,1.0,1,1,0.0,1,0.107143,3,2,0.0,3,0,2,1,good credit
0,0.25,2,0,0.193298,5,4,0.333333,1,2,0.333333,1,0.089286,3,2,0.0,2,0,1,2,good credit
3,0.294118,2,9,0.238858,4,3,0.333333,1,1,0.666667,2,0.625,3,2,0.666667,4,0,2,1,bad credit
2,0.029412,2,0,0.025256,4,2,0.333333,1,1,0.333333,1,0.14285699999999998,3,2,0.0,1,0,1,2,good credit
0,0.029412,4,2,0.17244400000000001,1,3,0.0,1,1,1.0,1,0.446429,3,1,0.0,4,0,2,1,bad credit
3,0.205882,4,6,0.088808,2,3,1.0,2,1,0.333333,1,0.196429,3,2,0.333333,3,0,1,1,bad credit
0,0.294118,1,9,0.160174,1,3,1.0,1,1,0.333333,2,0.214286,3,1,0.0,3,0,2,1,bad credit
0,0.117647,2,0,0.056344000000000005,1,2,0.666667,2,1,0.0,1,0.321429,3,2,0.0,2,0,1,1,bad credit
3,0.117647,2,1,0.063993,4,4,0.666667,1,1,0.333333,2,0.642857,3,2,0.0,3,0,1,2,good credit
3,0.294118,2,0,0.393034,1,3,0.0,1,1,1.0,2,0.428571,3,2,0.0,2,1,1,1,good credit
1,0.205882,0,0,0.111588,2,2,0.666667,2,1,0.666667,3,0.16071400000000002,3,2,0.333333,3,0,1,1,bad credit
0,0.029412,4,2,0.08924800000000001,1,1,1.0,1,1,1.0,4,0.303571,3,3,0.666667,4,0,2,1,good credit
0,0.205882,2,3,0.089799,1,3,1.0,2,1,1.0,3,0.107143,1,1,0.333333,3,0,1,1,bad credit
3,0.117647,2,3,0.055684000000000004,1,3,0.666667,1,1,0.333333,3,0.107143,3,2,0.0,3,0,1,1,good credit
0,0.102941,4,0,0.202982,1,3,0.0,1,1,0.333333,1,0.375,3,2,0.333333,2,1,1,1,good credit
1,0.117647,0,2,0.149609,1,2,1.0,2,1,0.666667,2,0.107143,3,1,0.333333,3,0,1,1,bad credit
0,0.647059,4,1,0.334599,1,5,1.0,1,1,1.0,4,0.48214300000000004,3,3,0.333333,3,0,2,1,bad credit
3,0.205882,2,3,0.010069,1,1,0.666667,2,2,1.0,1,0.053571,3,1,0.0,3,0,1,1,bad credit
1,0.117647,2,2,0.038572,2,2,1.0,2,1,1.0,3,0.14285699999999998,1,1,1.0,3,0,1,1,bad credit
1,0.16176500000000002,4,3,0.070815,5,5,1.0,1,3,1.0,1,0.553571,3,2,0.333333,3,0,2,1,good credit
1,0.205882,2,9,0.093045,4,3,1.0,1,1,0.333333,2,0.28571399999999997,3,2,0.0,2,0,2,1,good credit
0,0.205882,4,2,0.10311400000000001,1,3,1.0,2,1,1.0,1,0.089286,3,1,0.333333,3,0,1,1,bad credit
3,0.205882,2,3,0.010069,1,1,0.666667,2,2,1.0,1,0.053571,3,1,0.0,3,0,1,1,bad credit
0,0.647059,1,9,0.40910100000000005,1,4,0.333333,2,3,1.0,3,0.321429,3,1,0.0,3,0,1,1,bad credit
1,0.205882,0,0,0.111588,2,2,0.666667,2,1,0.666667,3,0.16071400000000002,3,2,0.333333,3,0,1,1,bad credit
0,0.25,1,0,0.07686799999999999,5,3,1.0,1,1,0.333333,2,0.375,3,2,0.333333,2,1,1,1,bad credit
3,0.073529,2,3,0.067569,1,4,1.0,1,1,0.333333,3,0.053571,3,2,0.0,3,0,1,1,bad credit
3,0.073529,2,2,0.095191,1,2,0.333333,2,2,0.333333,3,0.0,3,1,0.333333,3,0,1,1,bad credit
1,0.294118,2,2,0.155112,2,5,1.0,1,1,1.0,4,0.196429,3,3,0.0,3,0,1,1,good credit
0,0.205882,2,3,0.089799,1,3,1.0,2,1,1.0,3,0.107143,1,1,0.333333,3,0,1,1,bad credit
3,0.08823500000000001,2,2,0.107846,1,3,0.333333,1,1,0.333333,1,0.107143,1,1,0.0,2,0,1,1,bad credit
3,0.044118,3,3,0.032794,5,5,0.666667,1,1,1.0,4,0.303571,3,3,0.0,3,0,1,1,good credit
3,0.117647,4,3,0.020249,1,5,1.0,1,1,1.0,1,0.660714,3,2,0.0,3,0,1,1,good credit
1,0.470588,4,1,0.305381,1,3,0.666667,1,1,1.0,3,0.267857,3,2,0.333333,3,0,2,1,good credit
0,0.16176500000000002,0,0,0.038517,1,5,1.0,1,1,0.666667,3,0.25,3,1,0.333333,3,1,1,1,bad credit
1,0.117647,2,0,0.0575,1,2,0.666667,2,1,0.0,3,0.107143,3,1,0.0,3,0,1,1,bad credit
3,0.073529,2,6,0.197095,5,5,0.0,1,1,1.0,1,0.803571,3,2,0.0,2,0,1,1,good credit
1,0.117647,2,5,0.021404,1,3,1.0,1,1,0.333333,3,0.196429,3,2,0.0,3,0,1,1,bad credit
0,0.029412,2,0,0.8058770000000001,1,5,0.0,1,1,1.0,4,0.875,1,2,0.0,4,0,2,1,bad credit
0,0.029412,4,0,0.033564,1,5,0.0,2,1,1.0,4,0.357143,3,2,0.333333,3,0,2,1,good credit
1,0.058824,2,3,0.06404800000000001,1,3,1.0,1,3,0.333333,1,0.25,3,2,0.0,3,0,1,2,good credit
2,0.294118,2,3,0.062012,2,5,1.0,2,1,0.333333,4,0.5,3,3,0.0,3,0,2,1,good credit
0,0.117647,2,0,0.053813,1,3,1.0,2,1,0.333333,1,0.089286,3,2,0.0,2,0,1,1,bad credit
0,0.205882,4,3,0.089689,1,4,1.0,1,1,0.0,2,0.232143,3,2,0.333333,4,0,2,1,good credit
0,0.102941,4,0,0.202982,1,3,0.0,1,1,0.333333,1,0.375,3,2,0.333333,2,1,1,1,good credit
1,0.117647,3,3,0.018433,1,3,1.0,1,2,1.0,1,0.017856999999999998,3,1,0.333333,3,0,1,1,good credit
0,0.029412,2,0,0.052438,2,5,0.666667,1,1,0.333333,2,0.428571,3,2,0.0,3,0,2,1,good credit
1,0.205882,2,3,0.047485,1,3,1.0,2,3,1.0,1,0.125,3,2,0.0,2,1,1,1,good credit
1,0.073529,4,2,0.091834,1,4,1.0,1,1,0.666667,3,0.28571399999999997,3,1,0.0,3,0,2,1,good credit
1,0.029412,1,0,0.037471,2,2,0.0,2,1,0.0,2,0.232143,2,2,0.0,2,0,1,1,bad credit
3,0.117647,2,0,0.089909,1,5,1.0,1,1,1.0,3,0.357143,3,2,0.0,4,0,2,1,good credit
1,0.470588,3,9,0.23137399999999997,1,3,0.333333,1,1,0.333333,1,0.196429,2,2,0.333333,4,0,2,1,bad credit
1,0.205882,2,1,0.139155,1,3,0.0,1,1,0.666667,3,0.035713999999999996,3,1,0.0,3,0,2,1,good credit
1,0.25,2,9,0.051612,1,5,0.333333,2,1,1.0,2,0.357143,3,2,0.0,3,1,1,1,bad credit
0,0.205882,2,3,0.16177,1,3,0.333333,2,1,0.333333,1,0.089286,3,2,0.0,3,0,1,1,bad credit
3,0.470588,2,6,0.484483,5,3,0.333333,1,1,1.0,4,0.28571399999999997,3,3,0.0,2,1,2,1,good credit
0,0.294118,2,2,0.20743899999999998,1,3,0.333333,1,1,0.333333,3,0.14285699999999998,2,2,0.0,3,0,1,1,good credit
3,0.294118,2,3,0.111918,1,4,1.0,1,1,0.333333,3,0.16071400000000002,3,2,0.0,3,0,2,1,good credit
0,0.294118,2,3,0.086552,1,1,1.0,1,1,0.333333,3,0.196429,2,2,0.0,4,1,1,1,bad credit
0,0.294118,2,0,0.06168200000000001,5,3,1.0,2,1,1.0,1,0.107143,3,1,0.0,3,0,1,1,bad credit
1,0.205882,2,0,0.043579,5,3,1.0,2,1,0.333333,2,0.25,3,2,0.0,3,0,1,1,bad credit
1,0.073529,2,2,0.039012,1,3,0.0,2,1,0.333333,3,0.178571,3,2,0.0,3,0,1,2,bad credit
3,0.294118,4,3,0.133928,1,3,1.0,1,1,0.333333,1,0.28571399999999997,3,2,0.333333,2,0,1,1,good credit
1,0.294118,3,9,0.24551599999999998,5,3,1.0,1,1,0.333333,2,0.321429,1,2,0.333333,4,0,2,1,good credit
3,0.073529,2,0,0.183064,2,3,0.0,1,3,0.333333,1,0.125,3,1,0.0,3,1,1,2,good credit
3,0.338235,3,9,0.2678,1,4,0.666667,1,1,1.0,3,0.125,3,2,0.333333,3,0,1,1,good credit
3,0.117647,2,2,0.048036,3,3,1.0,2,1,1.0,3,0.178571,3,1,0.0,2,0,1,1,bad credit
0,0.117647,2,4,0.027017000000000003,2,1,1.0,2,1,0.666667,2,0.053571,3,2,0.0,3,0,1,1,bad credit
0,0.205882,4,5,0.051722000000000004,1,1,0.333333,2,1,1.0,4,0.642857,3,3,0.666667,1,1,1,1,bad credit
1,0.25,2,9,0.051612,1,5,0.333333,2,1,1.0,2,0.357143,3,2,0.0,3,1,1,1,bad credit
1,0.294118,3,2,0.099813,1,1,0.666667,2,1,0.333333,2,0.267857,3,2,0.0,4,0,2,1,bad credit
0,0.294118,2,0,0.158083,1,2,1.0,2,1,0.0,2,0.14285699999999998,3,2,0.0,3,0,1,1,bad credit
3,0.117647,4,2,0.09271499999999999,1,5,1.0,1,1,1.0,1,0.428571,3,2,0.666667,3,0,2,1,good credit
0,0.382353,0,2,0.238418,1,3,0.333333,1,3,0.333333,1,0.232143,3,2,0.333333,3,0,1,1,good credit
0,0.029412,2,6,0.010895,1,2,1.0,2,1,1.0,2,0.07142899999999999,3,2,0.0,3,0,1,1,bad credit
0,0.117647,2,6,0.029988,1,2,1.0,2,1,1.0,2,0.607143,3,2,0.0,3,0,1,1,bad credit
0,0.117647,2,2,0.057170000000000006,1,3,1.0,1,3,0.0,2,0.035713999999999996,3,2,0.0,2,0,1,1,good credit
3,0.16176500000000002,4,2,0.170188,1,3,1.0,1,1,0.333333,4,0.16071400000000002,3,3,0.0,3,0,2,1,good credit
